Date,TemperatureHighC,TemperatureAvgC,TemperatureLowC,DewpointHighC,DewpointAvgC,DewpointLowC,HumidityHigh,HumidityAvg,HumidityLow,PressureMaxhPa,PressureMinhPa,WindSpeedMaxKMH,WindSpeedAvgKMH,GustSpeedMaxKMH,PrecipitationSumCM
28/01/2016,7.1,2.1,-2.8,-1.6,-4,-5.3,86,64,42,1022,1005,21,2,26,0
29/01/2016,5.2,2.3,-0.5,-0.9,-3.6,-7.5,75,61,49,1010,998,26,5,35,0
30/01/2016,5.1,1.7,-1.8,-2.8,-6.2,-7.9,68,57,44,1021,1010,21,4,29,0
31/01/2016,13.2,7.9,2.6,4.8,0.6,-2.7,86,68,40,1016,1009,16,4,23,0
01/02/2016,15.2,10.8,6.4,7.2,3.4,-2.1,85,65,43,1019,1007,21,4,27,0
02/02/2016,11.7,7.1,2.4,2.3,-1.3,-2.9,78,58,37,1029,1019,21,3,23,0
03/02/2016,13.1,8.8,4.6,12.4,8,1.1,97,89,77,1028,1010,29,6,43,1.4
04/02/2016,13.4,9.9,6.4,12.7,5.4,0.1,98,71,51,1020,1012,24,4,31,0.05
05/02/2016,6.7,3.2,-0.2,0.8,-2.8,-7.9,95,73,48,1026,1016,34,7,35,1.12
06/02/2016,4.8,1.3,-2.3,-3.3,-5.1,-7.3,78,60,48,1030,1025,18,4,27,0.03
07/02/2016,8.6,4.2,-0.3,0.1,-2.8,-5.1,80,62,39,1024,1012,18,3,27,0
08/02/2016,4.1,1,-2,-0.9,-2.4,-3.9,93,79,61,1012,1006,29,8,43,0.05
09/02/2016,2.1,-0.3,-2.7,-1.7,-3.5,-4.7,88,80,67,1008,1001,27,4,27,0.15
10/02/2016,4.3,2,-0.3,-0.1,-3.2,-7.8,93,72,51,1007,1002,23,5,34,0.13
11/02/2016,-0.4,-3.7,-7.1,-5.7,-15,-18.8,79,43,32,1022,1007,47,8,53,0
